root,campaign,sweep,arm,dataset,model,cap,method,warmup,cepochs,lr,lr_c,ce_skip,seed,has_raw,has_fin,path
results,results/review_graft_2026-07/gpu2,,,octmnist,MobileNetV3,L30_G30,fioretto_restart,50,300.0,0.0001,5e-06,,1,True,True,results/review_graft_2026-07/gpu2/MobileNetV3/octmnist/L30_G30/fioretto_restart/seed_1
results,results/review_graft_2026-07/gpu2,,,octmnist,MobileNetV3,L30_G30,fioretto_restart,50,300.0,0.0001,5e-06,,2,True,True,results/review_graft_2026-07/gpu2/MobileNetV3/octmnist/L30_G30/fioretto_restart/seed_2
results,results/review_graft_2026-07/gpu2,,,octmnist,MobileNetV3,L40_G40,hounie_rh,50,300.0,0.0001,5e-06,,4,True,True,results/review_graft_2026-07/gpu2/MobileNetV3/octmnist/L40_G40/hounie_rh/seed_4
results,results/review_graft_2026-07/gpu2,,,octmnist,MobileNetV3,L40_G40,hounie_rh,50,300.0,0.0001,5e-06,,3,True,True,results/review_graft_2026-07/gpu2/MobileNetV3/octmnist/L40_G40/hounie_rh/seed_3
results,results/review_graft_2026-07/gpu2,,,octmnist,MobileNetV3,L40_G40,hounie_rh,50,300.0,0.0001,5e-06,,1,True,True,results/review_graft_2026-07/gpu2/MobileNetV3/octmnist/L40_G40/hounie_rh/seed_1
results,results/review_graft_2026-07/gpu2,,,octmnist,MobileNetV3,L40_G40,hounie_rh,50,300.0,0.0001,5e-06,,2,True,True,results/review_graft_2026-07/gpu2/MobileNetV3/octmnist/L40_G40/hounie_rh/seed_2
results,results/review_graft_2026-07/gpu2,,,octmnist,MobileNetV3,L40_G40,fioretto_ldf,50,300.0,0.0001,5e-06,,4,True,True,results/review_graft_2026-07/gpu2/MobileNetV3/octmnist/L40_G40/fioretto_ldf/seed_4
results,results/review_graft_2026-07/gpu2,,,octmnist,MobileNetV3,L40_G40,fioretto_ldf,50,300.0,0.0001,5e-06,,3,True,True,results/review_graft_2026-07/gpu2/MobileNetV3/octmnist/L40_G40/fioretto_ldf/seed_3
results,results/review_graft_2026-07/gpu2,,,octmnist,MobileNetV3,L40_G40,fioretto_ldf,50,300.0,0.0001,5e-06,,1,True,True,results/review_graft_2026-07/gpu2/MobileNetV3/octmnist/L40_G40/fioretto_ldf/seed_1
results,results/review_graft_2026-07/gpu2,,,octmnist,MobileNetV3,L40_G40,fioretto_ldf,50,300.0,0.0001,5e-06,,2,True,True,results/review_graft_2026-07/gpu2/MobileNetV3/octmnist/L40_G40/fioretto_ldf/seed_2
results,results/review_graft_2026-07/gpu2,,,octmnist,MobileNetV3,L40_G40,fioretto_restart,50,300.0,0.0001,5e-06,,4,True,True,results/review_graft_2026-07/gpu2/MobileNetV3/octmnist/L40_G40/fioretto_restart/seed_4
results,results/review_graft_2026-07/gpu2,,,octmnist,MobileNetV3,L40_G40,fioretto_restart,50,300.0,0.0001,5e-06,,3,True,True,results/review_graft_2026-07/gpu2/MobileNetV3/octmnist/L40_G40/fioretto_restart/seed_3
results,results/review_graft_2026-07/gpu2,,,octmnist,MobileNetV3,L40_G40,fioretto_restart,50,300.0,0.0001,5e-06,,1,True,True,results/review_graft_2026-07/gpu2/MobileNetV3/octmnist/L40_G40/fioretto_restart/seed_1
results,results/review_graft_2026-07/gpu2,,,octmnist,MobileNetV3,L40_G40,fioretto_restart,50,300.0,0.0001,5e-06,,2,True,True,results/review_graft_2026-07/gpu2/MobileNetV3/octmnist/L40_G40/fioretto_restart/seed_2
results,results/review_graft_2026-07/gpu2,,,octmnist,ViTB16,L30_G30,hounie_rh,50,300.0,0.0001,5e-06,,4,True,True,results/review_graft_2026-07/gpu2/ViTB16/octmnist/L30_G30/hounie_rh/seed_4
results,results/review_graft_2026-07/gpu2,,,octmnist,ViTB16,L30_G30,hounie_rh,50,300.0,0.0001,5e-06,,3,True,True,results/review_graft_2026-07/gpu2/ViTB16/octmnist/L30_G30/hounie_rh/seed_3
results,results/review_graft_2026-07/gpu2,,,octmnist,ViTB16,L30_G30,hounie_rh,50,300.0,0.0001,5e-06,,1,True,True,results/review_graft_2026-07/gpu2/ViTB16/octmnist/L30_G30/hounie_rh/seed_1
results,results/review_graft_2026-07/gpu2,,,octmnist,ViTB16,L30_G30,hounie_rh,50,300.0,0.0001,5e-06,,2,True,True,results/review_graft_2026-07/gpu2/ViTB16/octmnist/L30_G30/hounie_rh/seed_2
results,results/review_graft_2026-07/gpu2,,,octmnist,ViTB16,L30_G30,fioretto_ldf,50,300.0,0.0001,5e-06,,4,True,True,results/review_graft_2026-07/gpu2/ViTB16/octmnist/L30_G30/fioretto_ldf/seed_4
results,results/review_graft_2026-07/gpu2,,,octmnist,ViTB16,L30_G30,fioretto_ldf,50,300.0,0.0001,5e-06,,3,True,True,results/review_graft_2026-07/gpu2/ViTB16/octmnist/L30_G30/fioretto_ldf/seed_3
results,results/review_graft_2026-07/gpu2,,,octmnist,ViTB16,L30_G30,fioretto_ldf,50,300.0,0.0001,5e-06,,1,True,True,results/review_graft_2026-07/gpu2/ViTB16/octmnist/L30_G30/fioretto_ldf/seed_1
results,results/review_graft_2026-07/gpu2,,,octmnist,ViTB16,L30_G30,fioretto_ldf,50,300.0,0.0001,5e-06,,2,True,True,results/review_graft_2026-07/gpu2/ViTB16/octmnist/L30_G30/fioretto_ldf/seed_2
results,results/review_graft_2026-07/gpu2,,,octmnist,ViTB16,L30_G30,fioretto_restart,50,300.0,0.0001,5e-06,,4,True,True,results/review_graft_2026-07/gpu2/ViTB16/octmnist/L30_G30/fioretto_restart/seed_4
results,results/review_graft_2026-07/gpu2,,,octmnist,ViTB16,L30_G30,fioretto_restart,50,300.0,0.0001,5e-06,,3,True,True,results/review_graft_2026-07/gpu2/ViTB16/octmnist/L30_G30/fioretto_restart/seed_3
results,results/review_graft_2026-07/gpu2,,,octmnist,ViTB16,L30_G30,fioretto_restart,50,300.0,0.0001,5e-06,,1,True,True,results/review_graft_2026-07/gpu2/ViTB16/octmnist/L30_G30/fioretto_restart/seed_1
results,results/review_graft_2026-07/gpu2,,,octmnist,ViTB16,L30_G30,fioretto_restart,50,300.0,0.0001,5e-06,,2,True,True,results/review_graft_2026-07/gpu2/ViTB16/octmnist/L30_G30/fioretto_restart/seed_2
results,results/review_graft_2026-07/gpu2,,,octmnist,ViTB16,L40_G40,hounie_rh,50,300.0,0.0001,5e-06,,4,True,True,results/review_graft_2026-07/gpu2/ViTB16/octmnist/L40_G40/hounie_rh/seed_4
results,results/review_graft_2026-07/gpu2,,,octmnist,ViTB16,L40_G40,hounie_rh,50,300.0,0.0001,5e-06,,3,True,True,results/review_graft_2026-07/gpu2/ViTB16/octmnist/L40_G40/hounie_rh/seed_3
results,results/review_graft_2026-07/gpu2,,,octmnist,ViTB16,L40_G40,hounie_rh,50,300.0,0.0001,5e-06,,1,True,True,results/review_graft_2026-07/gpu2/ViTB16/octmnist/L40_G40/hounie_rh/seed_1
results,results/review_graft_2026-07/gpu2,,,octmnist,ViTB16,L40_G40,hounie_rh,50,300.0,0.0001,5e-06,,2,True,True,results/review_graft_2026-07/gpu2/ViTB16/octmnist/L40_G40/hounie_rh/seed_2
results,results/review_graft_2026-07/gpu2,,,octmnist,ViTB16,L40_G40,fioretto_ldf,50,300.0,0.0001,5e-06,,4,True,True,results/review_graft_2026-07/gpu2/ViTB16/octmnist/L40_G40/fioretto_ldf/seed_4
results,results/review_graft_2026-07/gpu2,,,octmnist,ViTB16,L40_G40,fioretto_ldf,50,300.0,0.0001,5e-06,,3,True,True,results/review_graft_2026-07/gpu2/ViTB16/octmnist/L40_G40/fioretto_ldf/seed_3
results,results/review_graft_2026-07/gpu2,,,octmnist,ViTB16,L40_G40,fioretto_ldf,50,300.0,0.0001,5e-06,,1,True,True,results/review_graft_2026-07/gpu2/ViTB16/octmnist/L40_G40/fioretto_ldf/seed_1
results,results/review_graft_2026-07/gpu2,,,octmnist,ViTB16,L40_G40,fioretto_ldf,50,300.0,0.0001,5e-06,,2,True,True,results/review_graft_2026-07/gpu2/ViTB16/octmnist/L40_G40/fioretto_ldf/seed_2
results,results/review_graft_2026-07/gpu2,,,octmnist,ViTB16,L40_G40,fioretto_restart,50,300.0,0.0001,5e-06,,4,True,True,results/review_graft_2026-07/gpu2/ViTB16/octmnist/L40_G40/fioretto_restart/seed_4
results,results/review_graft_2026-07/gpu2,,,octmnist,ViTB16,L40_G40,fioretto_restart,50,300.0,0.0001,5e-06,,3,True,True,results/review_graft_2026-07/gpu2/ViTB16/octmnist/L40_G40/fioretto_restart/seed_3
results,results/review_graft_2026-07/gpu2,,,octmnist,ViTB16,L40_G40,fioretto_restart,50,300.0,0.0001,5e-06,,1,True,True,results/review_graft_2026-07/gpu2/ViTB16/octmnist/L40_G40/fioretto_restart/seed_1
results,results/review_graft_2026-07/gpu2,,,octmnist,ViTB16,L40_G40,fioretto_restart,50,300.0,0.0001,5e-06,,2,True,True,results/review_graft_2026-07/gpu2/ViTB16/octmnist/L40_G40/fioretto_restart/seed_2
results,results/review_graft_2026-07/gpu2,,,octmnist,RegNetY400MF,L30_G30,hounie_rh,50,300.0,0.0001,5e-06,,4,True,True,results/review_graft_2026-07/gpu2/RegNetY400MF/octmnist/L30_G30/hounie_rh/seed_4
results,results/review_graft_2026-07/gpu2,,,octmnist,RegNetY400MF,L30_G30,hounie_rh,50,300.0,0.0001,5e-06,,3,True,True,results/review_graft_2026-07/gpu2/RegNetY400MF/octmnist/L30_G30/hounie_rh/seed_3
results,results/review_graft_2026-07/gpu2,,,octmnist,RegNetY400MF,L30_G30,hounie_rh,50,300.0,0.0001,5e-06,,1,True,True,results/review_graft_2026-07/gpu2/RegNetY400MF/octmnist/L30_G30/hounie_rh/seed_1
results,results/review_graft_2026-07/gpu2,,,octmnist,RegNetY400MF,L30_G30,hounie_rh,50,300.0,0.0001,5e-06,,2,True,True,results/review_graft_2026-07/gpu2/RegNetY400MF/octmnist/L30_G30/hounie_rh/seed_2
results,results/review_graft_2026-07/gpu2,,,octmnist,RegNetY400MF,L30_G30,fioretto_ldf,50,300.0,0.0001,5e-06,,4,True,True,results/review_graft_2026-07/gpu2/RegNetY400MF/octmnist/L30_G30/fioretto_ldf/seed_4
results,results/review_graft_2026-07/gpu2,,,octmnist,RegNetY400MF,L30_G30,fioretto_ldf,50,300.0,0.0001,5e-06,,3,True,True,results/review_graft_2026-07/gpu2/RegNetY400MF/octmnist/L30_G30/fioretto_ldf/seed_3
results,results/review_graft_2026-07/gpu2,,,octmnist,RegNetY400MF,L30_G30,fioretto_ldf,50,300.0,0.0001,5e-06,,1,True,True,results/review_graft_2026-07/gpu2/RegNetY400MF/octmnist/L30_G30/fioretto_ldf/seed_1
results,results/review_graft_2026-07/gpu2,,,octmnist,RegNetY400MF,L30_G30,fioretto_ldf,50,300.0,0.0001,5e-06,,2,True,True,results/review_graft_2026-07/gpu2/RegNetY400MF/octmnist/L30_G30/fioretto_ldf/seed_2
results,results/review_graft_2026-07/gpu2,,,octmnist,RegNetY400MF,L30_G30,fioretto_restart,50,300.0,0.0001,5e-06,,4,True,True,results/review_graft_2026-07/gpu2/RegNetY400MF/octmnist/L30_G30/fioretto_restart/seed_4
results,results/review_graft_2026-07/gpu2,,,octmnist,RegNetY400MF,L30_G30,fioretto_restart,50,300.0,0.0001,5e-06,,3,True,True,results/review_graft_2026-07/gpu2/RegNetY400MF/octmnist/L30_G30/fioretto_restart/seed_3
results,results/review_graft_2026-07/gpu2,,,octmnist,RegNetY400MF,L30_G30,fioretto_restart,50,300.0,0.0001,5e-06,,1,True,True,results/review_graft_2026-07/gpu2/RegNetY400MF/octmnist/L30_G30/fioretto_restart/seed_1
results,results/review_graft_2026-07/gpu2,,,octmnist,RegNetY400MF,L30_G30,fioretto_restart,50,300.0,0.0001,5e-06,,2,True,True,results/review_graft_2026-07/gpu2/RegNetY400MF/octmnist/L30_G30/fioretto_restart/seed_2
results,results/review_graft_2026-07/gpu2,,,octmnist,RegNetY400MF,L40_G40,hounie_rh,50,300.0,0.0001,5e-06,,4,True,True,results/review_graft_2026-07/gpu2/RegNetY400MF/octmnist/L40_G40/hounie_rh/seed_4
results,results/review_graft_2026-07/gpu2,,,octmnist,RegNetY400MF,L40_G40,hounie_rh,50,300.0,0.0001,5e-06,,3,True,True,results/review_graft_2026-07/gpu2/RegNetY400MF/octmnist/L40_G40/hounie_rh/seed_3
results,results/review_graft_2026-07/gpu2,,,octmnist,RegNetY400MF,L40_G40,hounie_rh,50,300.0,0.0001,5e-06,,1,True,True,results/review_graft_2026-07/gpu2/RegNetY400MF/octmnist/L40_G40/hounie_rh/seed_1
results,results/review_graft_2026-07/gpu2,,,octmnist,RegNetY400MF,L40_G40,hounie_rh,50,300.0,0.0001,5e-06,,2,True,True,results/review_graft_2026-07/gpu2/RegNetY400MF/octmnist/L40_G40/hounie_rh/seed_2
results,results/review_graft_2026-07/gpu2,,,octmnist,RegNetY400MF,L40_G40,fioretto_ldf,50,300.0,0.0001,5e-06,,4,True,True,results/review_graft_2026-07/gpu2/RegNetY400MF/octmnist/L40_G40/fioretto_ldf/seed_4
results,results/review_graft_2026-07/gpu2,,,octmnist,RegNetY400MF,L40_G40,fioretto_ldf,50,300.0,0.0001,5e-06,,3,True,True,results/review_graft_2026-07/gpu2/RegNetY400MF/octmnist/L40_G40/fioretto_ldf/seed_3
results,results/review_graft_2026-07/gpu2,,,octmnist,RegNetY400MF,L40_G40,fioretto_ldf,50,300.0,0.0001,5e-06,,1,True,True,results/review_graft_2026-07/gpu2/RegNetY400MF/octmnist/L40_G40/fioretto_ldf/seed_1
results,results/review_graft_2026-07/gpu2,,,octmnist,RegNetY400MF,L40_G40,fioretto_ldf,50,300.0,0.0001,5e-06,,2,True,True,results/review_graft_2026-07/gpu2/RegNetY400MF/octmnist/L40_G40/fioretto_ldf/seed_2
results,results/review_graft_2026-07/gpu2,,,octmnist,RegNetY400MF,L40_G40,fioretto_restart,50,300.0,0.0001,5e-06,,4,True,True,results/review_graft_2026-07/gpu2/RegNetY400MF/octmnist/L40_G40/fioretto_restart/seed_4
results,results/review_graft_2026-07/gpu2,,,octmnist,RegNetY400MF,L40_G40,fioretto_restart,50,300.0,0.0001,5e-06,,3,True,True,results/review_graft_2026-07/gpu2/RegNetY400MF/octmnist/L40_G40/fioretto_restart/seed_3
results,results/review_graft_2026-07/gpu2,,,octmnist,RegNetY400MF,L40_G40,fioretto_restart,50,300.0,0.0001,5e-06,,1,True,True,results/review_graft_2026-07/gpu2/RegNetY400MF/octmnist/L40_G40/fioretto_restart/seed_1
results,results/review_graft_2026-07/gpu2,,,octmnist,RegNetY400MF,L40_G40,fioretto_restart,50,300.0,0.0001,5e-06,,2,True,True,results/review_graft_2026-07/gpu2/RegNetY400MF/octmnist/L40_G40/fioretto_restart/seed_2
results,results/review_graft_2026-07/gpu1,,,octmnist,MobileNetV3,L30_G30,hounie_rcl,50,300.0,0.0001,5e-06,,4,True,True,results/review_graft_2026-07/gpu1/MobileNetV3/octmnist/L30_G30/hounie_rcl/seed_4
results,results/review_graft_2026-07/gpu1,,,octmnist,MobileNetV3,L30_G30,hounie_rcl,50,300.0,0.0001,5e-06,,3,True,True,results/review_graft_2026-07/gpu1/MobileNetV3/octmnist/L30_G30/hounie_rcl/seed_3
results,results/review_graft_2026-07/gpu1,,,octmnist,MobileNetV3,L30_G30,hounie_rcl,50,300.0,0.0001,5e-06,,1,True,True,results/review_graft_2026-07/gpu1/MobileNetV3/octmnist/L30_G30/hounie_rcl/seed_1
results,results/review_graft_2026-07/gpu1,,,octmnist,MobileNetV3,L30_G30,hounie_rcl,50,300.0,0.0001,5e-06,,2,True,True,results/review_graft_2026-07/gpu1/MobileNetV3/octmnist/L30_G30/hounie_rcl/seed_2
results,results/review_graft_2026-07/gpu1,,,octmnist,MobileNetV3,L30_G30,tralo,50,300.0,0.0001,5e-06,True,4,True,True,results/review_graft_2026-07/gpu1/MobileNetV3/octmnist/L30_G30/tralo/seed_4
results,results/review_graft_2026-07/gpu1,,,octmnist,MobileNetV3,L30_G30,tralo,50,300.0,0.0001,5e-06,True,3,True,True,results/review_graft_2026-07/gpu1/MobileNetV3/octmnist/L30_G30/tralo/seed_3
results,results/review_graft_2026-07/gpu1,,,octmnist,MobileNetV3,L30_G30,tralo,50,300.0,0.0001,5e-06,True,1,True,True,results/review_graft_2026-07/gpu1/MobileNetV3/octmnist/L30_G30/tralo/seed_1
results,results/review_graft_2026-07/gpu1,,,octmnist,MobileNetV3,L30_G30,tralo,50,300.0,0.0001,5e-06,True,2,True,True,results/review_graft_2026-07/gpu1/MobileNetV3/octmnist/L30_G30/tralo/seed_2
results,results/review_graft_2026-07/gpu1,,,octmnist,MobileNetV3,L30_G30,fioretto_rh,50,300.0,0.0001,5e-06,,4,True,True,results/review_graft_2026-07/gpu1/MobileNetV3/octmnist/L30_G30/fioretto_rh/seed_4
results,results/review_graft_2026-07/gpu1,,,octmnist,MobileNetV3,L30_G30,fioretto_rh,50,300.0,0.0001,5e-06,,3,True,True,results/review_graft_2026-07/gpu1/MobileNetV3/octmnist/L30_G30/fioretto_rh/seed_3
results,results/review_graft_2026-07/gpu1,,,octmnist,MobileNetV3,L30_G30,fioretto_rh,50,300.0,0.0001,5e-06,,1,True,True,results/review_graft_2026-07/gpu1/MobileNetV3/octmnist/L30_G30/fioretto_rh/seed_1
results,results/review_graft_2026-07/gpu1,,,octmnist,MobileNetV3,L30_G30,fioretto_rh,50,300.0,0.0001,5e-06,,2,True,True,results/review_graft_2026-07/gpu1/MobileNetV3/octmnist/L30_G30/fioretto_rh/seed_2
results,results/review_graft_2026-07/gpu1,,,octmnist,MobileNetV3,L40_G40,hounie_rcl,50,300.0,0.0001,5e-06,,4,True,True,results/review_graft_2026-07/gpu1/MobileNetV3/octmnist/L40_G40/hounie_rcl/seed_4
results,results/review_graft_2026-07/gpu1,,,octmnist,MobileNetV3,L40_G40,hounie_rcl,50,300.0,0.0001,5e-06,,3,True,True,results/review_graft_2026-07/gpu1/MobileNetV3/octmnist/L40_G40/hounie_rcl/seed_3
results,results/review_graft_2026-07/gpu1,,,octmnist,MobileNetV3,L40_G40,hounie_rcl,50,300.0,0.0001,5e-06,,1,True,True,results/review_graft_2026-07/gpu1/MobileNetV3/octmnist/L40_G40/hounie_rcl/seed_1
results,results/review_graft_2026-07/gpu1,,,octmnist,MobileNetV3,L40_G40,hounie_rcl,50,300.0,0.0001,5e-06,,2,True,True,results/review_graft_2026-07/gpu1/MobileNetV3/octmnist/L40_G40/hounie_rcl/seed_2
results,results/review_graft_2026-07/gpu1,,,octmnist,MobileNetV3,L40_G40,tralo,50,300.0,0.0001,5e-06,True,4,True,True,results/review_graft_2026-07/gpu1/MobileNetV3/octmnist/L40_G40/tralo/seed_4
results,results/review_graft_2026-07/gpu1,,,octmnist,MobileNetV3,L40_G40,tralo,50,300.0,0.0001,5e-06,True,3,True,True,results/review_graft_2026-07/gpu1/MobileNetV3/octmnist/L40_G40/tralo/seed_3
results,results/review_graft_2026-07/gpu1,,,octmnist,MobileNetV3,L40_G40,tralo,50,300.0,0.0001,5e-06,True,1,True,True,results/review_graft_2026-07/gpu1/MobileNetV3/octmnist/L40_G40/tralo/seed_1
results,results/review_graft_2026-07/gpu1,,,octmnist,MobileNetV3,L40_G40,tralo,50,300.0,0.0001,5e-06,True,2,True,True,results/review_graft_2026-07/gpu1/MobileNetV3/octmnist/L40_G40/tralo/seed_2
results,results/review_graft_2026-07/gpu1,,,octmnist,MobileNetV3,L40_G40,fioretto_rh,50,300.0,0.0001,5e-06,,4,True,True,results/review_graft_2026-07/gpu1/MobileNetV3/octmnist/L40_G40/fioretto_rh/seed_4
results,results/review_graft_2026-07/gpu1,,,octmnist,MobileNetV3,L40_G40,fioretto_rh,50,300.0,0.0001,5e-06,,3,True,True,results/review_graft_2026-07/gpu1/MobileNetV3/octmnist/L40_G40/fioretto_rh/seed_3
results,results/review_graft_2026-07/gpu1,,,octmnist,MobileNetV3,L40_G40,fioretto_rh,50,300.0,0.0001,5e-06,,1,True,True,results/review_graft_2026-07/gpu1/MobileNetV3/octmnist/L40_G40/fioretto_rh/seed_1
results,results/review_graft_2026-07/gpu1,,,octmnist,MobileNetV3,L40_G40,fioretto_rh,50,300.0,0.0001,5e-06,,2,True,True,results/review_graft_2026-07/gpu1/MobileNetV3/octmnist/L40_G40/fioretto_rh/seed_2
results,results/review_graft_2026-07/gpu1,,,octmnist,ViTB16,L30_G30,hounie_rcl,50,300.0,0.0001,5e-06,,4,True,True,results/review_graft_2026-07/gpu1/ViTB16/octmnist/L30_G30/hounie_rcl/seed_4
results,results/review_graft_2026-07/gpu1,,,octmnist,ViTB16,L30_G30,hounie_rcl,50,300.0,0.0001,5e-06,,3,True,True,results/review_graft_2026-07/gpu1/ViTB16/octmnist/L30_G30/hounie_rcl/seed_3
results,results/review_graft_2026-07/gpu1,,,octmnist,ViTB16,L30_G30,hounie_rcl,50,300.0,0.0001,5e-06,,1,True,True,results/review_graft_2026-07/gpu1/ViTB16/octmnist/L30_G30/hounie_rcl/seed_1
results,results/review_graft_2026-07/gpu1,,,octmnist,ViTB16,L30_G30,hounie_rcl,50,300.0,0.0001,5e-06,,2,True,True,results/review_graft_2026-07/gpu1/ViTB16/octmnist/L30_G30/hounie_rcl/seed_2
results,results/review_graft_2026-07/gpu1,,,octmnist,ViTB16,L30_G30,tralo,50,300.0,0.0001,5e-06,True,4,True,True,results/review_graft_2026-07/gpu1/ViTB16/octmnist/L30_G30/tralo/seed_4
results,results/review_graft_2026-07/gpu1,,,octmnist,ViTB16,L30_G30,tralo,50,300.0,0.0001,5e-06,True,3,True,True,results/review_graft_2026-07/gpu1/ViTB16/octmnist/L30_G30/tralo/seed_3
results,results/review_graft_2026-07/gpu1,,,octmnist,ViTB16,L30_G30,tralo,50,300.0,0.0001,5e-06,True,1,True,True,results/review_graft_2026-07/gpu1/ViTB16/octmnist/L30_G30/tralo/seed_1
results,results/review_graft_2026-07/gpu1,,,octmnist,ViTB16,L30_G30,tralo,50,300.0,0.0001,5e-06,True,2,True,True,results/review_graft_2026-07/gpu1/ViTB16/octmnist/L30_G30/tralo/seed_2
results,results/review_graft_2026-07/gpu1,,,octmnist,ViTB16,L30_G30,fioretto_rh,50,300.0,0.0001,5e-06,,4,True,True,results/review_graft_2026-07/gpu1/ViTB16/octmnist/L30_G30/fioretto_rh/seed_4
results,results/review_graft_2026-07/gpu1,,,octmnist,ViTB16,L30_G30,fioretto_rh,50,300.0,0.0001,5e-06,,3,True,True,results/review_graft_2026-07/gpu1/ViTB16/octmnist/L30_G30/fioretto_rh/seed_3
results,results/review_graft_2026-07/gpu1,,,octmnist,ViTB16,L30_G30,fioretto_rh,50,300.0,0.0001,5e-06,,1,True,True,results/review_graft_2026-07/gpu1/ViTB16/octmnist/L30_G30/fioretto_rh/seed_1
results,results/review_graft_2026-07/gpu1,,,octmnist,ViTB16,L30_G30,fioretto_rh,50,300.0,0.0001,5e-06,,2,True,True,results/review_graft_2026-07/gpu1/ViTB16/octmnist/L30_G30/fioretto_rh/seed_2
results,results/review_graft_2026-07/gpu1,,,octmnist,ViTB16,L40_G40,hounie_rcl,50,300.0,0.0001,5e-06,,4,True,True,results/review_graft_2026-07/gpu1/ViTB16/octmnist/L40_G40/hounie_rcl/seed_4
results,results/review_graft_2026-07/gpu1,,,octmnist,ViTB16,L40_G40,hounie_rcl,50,300.0,0.0001,5e-06,,3,True,True,results/review_graft_2026-07/gpu1/ViTB16/octmnist/L40_G40/hounie_rcl/seed_3
results,results/review_graft_2026-07/gpu1,,,octmnist,ViTB16,L40_G40,hounie_rcl,50,300.0,0.0001,5e-06,,1,True,True,results/review_graft_2026-07/gpu1/ViTB16/octmnist/L40_G40/hounie_rcl/seed_1
results,results/review_graft_2026-07/gpu1,,,octmnist,ViTB16,L40_G40,hounie_rcl,50,300.0,0.0001,5e-06,,2,True,True,results/review_graft_2026-07/gpu1/ViTB16/octmnist/L40_G40/hounie_rcl/seed_2
results,results/review_graft_2026-07/gpu1,,,octmnist,ViTB16,L40_G40,tralo,50,300.0,0.0001,5e-06,True,4,True,True,results/review_graft_2026-07/gpu1/ViTB16/octmnist/L40_G40/tralo/seed_4
results,results/review_graft_2026-07/gpu1,,,octmnist,ViTB16,L40_G40,tralo,50,300.0,0.0001,5e-06,True,3,True,True,results/review_graft_2026-07/gpu1/ViTB16/octmnist/L40_G40/tralo/seed_3
results,results/review_graft_2026-07/gpu1,,,octmnist,ViTB16,L40_G40,tralo,50,300.0,0.0001,5e-06,True,1,True,True,results/review_graft_2026-07/gpu1/ViTB16/octmnist/L40_G40/tralo/seed_1
results,results/review_graft_2026-07/gpu1,,,octmnist,ViTB16,L40_G40,tralo,50,300.0,0.0001,5e-06,True,2,True,True,results/review_graft_2026-07/gpu1/ViTB16/octmnist/L40_G40/tralo/seed_2
results,results/review_graft_2026-07/gpu1,,,octmnist,ViTB16,L40_G40,fioretto_rh,50,300.0,0.0001,5e-06,,4,True,True,results/review_graft_2026-07/gpu1/ViTB16/octmnist/L40_G40/fioretto_rh/seed_4
