campaign,dataset,model,cap,seed,K,gated,gate_ep,ever_sat,first_sat,ends_sat,exc_final,n_sat,raw_count,soft_final,soft_at_gate,exc_at_gate,sat_before_gate,sat_after_gate,undershoots_cap
lrc5e-5,dermmnist,MobileNetV3,L30_G30,2,67,1,13.0,1,24.0,1,0.0,5,25,31.45876799999997,216.88849600000015,288.0,0.0,1.0,1
lrc5e-5,dermmnist,MobileNetV3,L30_G30,3,67,1,14.0,1,23.0,1,0.0,5,31,37.09120399999973,120.54019000000007,102.0,0.0,1.0,1
lrc5e-5,dermmnist,MobileNetV3,L30_G30,4,67,1,14.0,1,24.0,1,0.0,5,30,36.187851000000116,134.392938,128.0,0.0,1.0,1
lrc5e-5,octmnist,MobileNetV3,L30_G30,1,75,1,20.0,1,25.0,1,0.0,4,9,15.615000000000059,159.31099999999998,167.0,0.0,1.0,1
lrc5e-5,octmnist,MobileNetV3,L30_G30,2,75,1,24.0,1,28.0,1,0.0,1,37,58.52899999999995,149.38900000000007,149.0,0.0,1.0,1
lrc5e-5,octmnist,MobileNetV3,L30_G30,3,75,1,22.0,1,26.0,1,0.0,3,9,20.938000000000308,155.73599999999965,159.0,0.0,1.0,1
lrc5e-5,octmnist,MobileNetV3,L30_G30,4,75,1,17.0,1,22.0,1,0.0,5,7,15.03500000000001,151.63599999999994,147.0,0.0,1.0,1
lrc5e-5,tissuemnist,MobileNetV3,L30_G30,1,51,0,,0,,0,496.0,0,69,312.61679999999996,,,,,0
lrc5e-5,tissuemnist,MobileNetV3,L30_G30,2,51,0,,0,,0,172.0,0,90,137.2368000000004,,,,,0
lrc5e-5,tissuemnist,MobileNetV3,L30_G30,3,51,0,,0,,0,162.0,0,66,138.74400000000006,,,,,0
lrc5e-5,tissuemnist,MobileNetV3,L30_G30,4,51,0,,1,0.0,0,96.0,1,39,105.13439999999976,,,,,1
lrc5e-5,dermmnist,MobileNetV3,L50_G50,1,112,1,13.0,1,24.0,1,0.0,5,55,66.26550100000009,175.51112400000002,133.0,0.0,1.0,1
lrc5e-5,dermmnist,MobileNetV3,L50_G50,2,112,1,14.0,1,22.0,1,0.0,5,55,64.08423400000015,190.01885300000004,155.0,0.0,1.0,1
lrc5e-5,dermmnist,MobileNetV3,L50_G50,3,112,1,14.0,1,23.0,1,0.0,5,58,66.53790900000014,153.105566,89.0,0.0,1.0,1
lrc5e-5,dermmnist,MobileNetV3,L50_G50,4,112,1,15.0,1,22.0,1,0.0,5,55,62.47582499999993,193.41794399999998,143.0,0.0,1.0,1
lrc5e-5,octmnist,MobileNetV3,L50_G50,1,125,1,22.0,1,1.0,1,0.0,7,39,53.48299999999999,142.427,24.0,1.0,1.0,1
lrc5e-5,octmnist,MobileNetV3,L50_G50,2,125,1,22.0,1,1.0,1,0.0,5,54,73.076,151.416,50.0,1.0,1.0,1
lrc5e-5,octmnist,MobileNetV3,L50_G50,3,125,1,22.0,1,12.0,1,0.0,3,76,91.69200000000002,171.88799999999983,86.0,1.0,1.0,1
lrc5e-5,octmnist,MobileNetV3,L50_G50,4,125,1,18.0,1,0.0,1,0.0,8,58,69.72800000000001,130.78299999999996,15.0,1.0,1.0,1
lrc5e-5,tissuemnist,MobileNetV3,L50_G50,1,86,0,,1,0.0,0,114.0,1,69,146.5976,,,,,1
lrc5e-5,tissuemnist,MobileNetV3,L50_G50,2,86,0,,1,10.0,0,84.0,1,81,132.16880000000032,,,,,1
lrc5e-5,tissuemnist,MobileNetV3,L50_G50,3,86,0,,1,0.0,0,198.0,3,84,191.61680000000018,,,,,1
lrc5e-5,tissuemnist,MobileNetV3,L50_G50,4,86,0,,1,0.0,0,266.0,4,69,225.30799999999985,,,,,1
lrc5e-5,dermmnist,RegNetY400MF,L30_G30,1,67,1,12.0,1,21.0,1,0.0,5,11,17.571968999999903,198.55704,244.0,0.0,1.0,1
lrc5e-5,dermmnist,RegNetY400MF,L30_G30,2,67,1,13.0,1,21.0,1,0.0,5,21,25.934493999999972,188.3577640000002,246.0,0.0,1.0,1
lrc5e-5,dermmnist,RegNetY400MF,L30_G30,3,67,1,16.0,1,23.0,1,0.0,5,10,16.696657999999942,184.169491,240.0,0.0,1.0,1
