path,dataset,cap,model,seed,method,warmup,cepochs,K,cls,count_raw,count_adj,AP,sat_epoch,best_sat_epoch,min_excess_epoch,restored_from_epoch,restore_kind,flips,raw_total_excess,last_epoch,n_constraint_epochs,n_satisfied,n_active,frac_active,n_transitions,first_sat_epoch,peak_lambda,peak_lambda_g,osc_range_K,osc_std_K,osc_step_K,undershoot_mean,undershoot_max,n_logged_below_K,excess_mean_logged,excess_max_logged,final_ce,final_train_acc,n_log_rows,AP_ce,dAP,unspent_final,eval_epoch
results/headroom/headroom_b30_lrc0.0001_noceskip/lane0/MobileNetV3/dermmnist/L30_G30/tralo/seed_3,dermmnist,L30_G30,MobileNetV3,3,tralo,1,29,67,4,49,67,0.6341374072393323,13.0,13.0,13.0,13.0,fully_satisfied,18.0,0.0,30,29,1,28,0.9655172413793104,2,12.0,0.07,0.07,3.2686567164179103,0.9129046096071182,0.7654584221748401,0.26865671641791045,0.26865671641791045,1,1.8320895522388059,6.0,0.013064,0.9956,8,0.7056520413443165,-0.07151463410498415,0.26865671641791045,13.0
results/headroom/headroom_b30_lrc0.0001_noceskip/lane0/MobileNetV3/dermmnist/L30_G30/tralo/seed_4,dermmnist,L30_G30,MobileNetV3,4,tralo,1,29,67,4,72,67,0.525257397427119,,,10.0,10.0,min_excess,11.0,13.0,30,29,0,29,1.0,0,,0.11,0.11,1.5223880597014925,0.4841447071795886,0.77363184079602,,,0,1.579957356076759,3.1940298507462686,0.009167,0.9971,7,0.679767880298651,-0.15451048287153202,-0.07462686567164178,10.0
results/headroom/headroom_b30_lrc0.0001_noceskip/lane0/MobileNetV3/octmnist/L30_G30/fioretto_ldf/seed_1,octmnist,L30_G30,MobileNetV3,1,fioretto_ldf,1,29,75,2,67,65,0.7996058204591205,,,17.0,17.0,min_excess,2.0,2.0,29,29,0,29,1.0,0,,13.142254,13.142254,7.666666666666667,1.583568286800071,1.4457142857142857,,,0,2.371954022988506,7.693333333333333,0.014116,,29,0.7580042313731934,0.04160158908592715,0.10666666666666667,17.0
results/headroom/headroom_b30_lrc0.0001_noceskip/lane0/MobileNetV3/octmnist/L30_G30/fioretto_ldf/seed_2,octmnist,L30_G30,MobileNetV3,2,fioretto_ldf,1,29,75,2,67,67,0.8113992231442291,28.0,29.0,28.0,,nan,0.0,0.0,29,29,2,27,0.9310344827586207,1,27.0,9.593503,9.593503,4.8133333333333335,1.0935778851234244,1.0566666666666666,,,2,1.6335632183908046,4.8133333333333335,0.012371,,29,0.8108231951833579,0.0005760279608711949,0.10666666666666667,29.0
results/headroom/headroom_b30_lrc0.0001_noceskip/lane0/MobileNetV3/octmnist/L30_G30/fioretto_ldf/seed_3,octmnist,L30_G30,MobileNetV3,3,fioretto_ldf,1,29,75,2,102,75,0.768791431185973,,,19.0,19.0,min_excess,27.0,53.0,29,29,0,29,1.0,0,,13.152993,13.152993,3.5733333333333333,0.9541823990900558,0.7923809523809524,,,0,2.4648275862068965,4.28,0.020758,,29,0.8262172810605988,-0.057425849874625734,-0.36,19.0
results/headroom/headroom_b30_lrc0.0001_noceskip/lane0/MobileNetV3/octmnist/L30_G30/fioretto_ldf/seed_4,octmnist,L30_G30,MobileNetV3,4,fioretto_ldf,1,29,75,2,42,42,0.7812688709961337,29.0,29.0,29.0,,nan,0.0,0.0,29,29,1,28,0.9655172413793104,1,28.0,12.819699,12.819699,5.1866666666666665,1.3314472589662125,1.0242857142857142,,,1,2.2777011494252872,5.1866666666666665,0.009952,,29,0.72638479977456,0.05488407122157368,0.44,29.0
results/headroom/headroom_b30_lrc0.0001_noceskip/lane0/MobileNetV3/octmnist/L30_G30/hounie_rcl/seed_1,octmnist,L30_G30,MobileNetV3,1,hounie_rcl,1,29,75,2,78,74,0.6724310077809804,,,2.0,2.0,min_excess,4.0,5.0,29,29,0,29,1.0,0,,0.025465,0.025465,4.4,1.0542431487688786,1.0704761904761906,,,0,2.2763218390804596,4.466666666666667,0.013323,,29,0.7580042313731934,-0.08557322359221298,-0.04,2.0
results/headroom/headroom_b30_lrc0.0001_noceskip/lane0/MobileNetV3/octmnist/L30_G30/hounie_rcl/seed_2,octmnist,L30_G30,MobileNetV3,2,hounie_rcl,1,29,75,2,83,75,0.7709434517479001,,,2.0,2.0,min_excess,8.0,15.0,29,29,0,29,1.0,0,,0.022407,0.022407,3.44,0.9218050270317536,1.0095238095238095,,,0,1.9498850574712643,3.64,0.006107,,29,0.8108231951833579,-0.03987974343545775,-0.10666666666666667,2.0
results/headroom/headroom_b30_lrc0.0001_noceskip/lane0/MobileNetV3/octmnist/L30_G30/hounie_rcl/seed_3,octmnist,L30_G30,MobileNetV3,3,hounie_rcl,1,29,75,2,92,75,0.7862795066722891,,,11.0,11.0,min_excess,17.0,33.0,29,29,0,29,1.0,0,,0.024806,0.024806,4.586666666666667,1.146265080983979,1.1466666666666667,,,0,2.3029885057471264,5.026666666666666,0.012929,,29,0.8262172810605988,-0.0399377743883097,-0.22666666666666666,11.0
results/headroom/headroom_b30_lrc0.0001_noceskip/lane0/MobileNetV3/octmnist/L30_G30/hounie_rcl/seed_4,octmnist,L30_G30,MobileNetV3,4,hounie_rcl,1,29,75,2,92,75,0.7294685944169343,,,4.0,,nan,17.0,33.0,29,29,0,29,1.0,0,,0.027011,0.027011,3.84,0.9491178706890705,1.08,,,0,2.407816091954023,4.386666666666667,0.008975,,29,0.72638479977456,0.0030837946423742935,-0.22666666666666666,29.0
results/headroom/headroom_b30_lrc0.0001_noceskip/lane0/MobileNetV3/octmnist/L30_G30/tralo/seed_1,octmnist,L30_G30,MobileNetV3,1,tralo,1,29,75,2,42,42,0.6369146177540105,3.0,3.0,3.0,3.0,fully_satisfied,0.0,0.0,30,29,1,28,0.9655172413793104,2,2.0,0.05,0.05,2.68,0.735051018637482,0.9180952380952382,0.44,0.44,1,2.2383333333333333,4.466666666666667,0.019466,0.9937,8,0.7580042313731934,-0.12108961361918291,0.44,3.0
results/headroom/headroom_b30_lrc0.0001_noceskip/lane0/MobileNetV3/octmnist/L30_G30/tralo/seed_2,octmnist,L30_G30,MobileNetV3,2,tralo,1,29,75,2,55,55,0.7359002455600738,3.0,3.0,3.0,3.0,fully_satisfied,0.0,0.0,30,29,1,28,0.9655172413793104,2,2.0,0.05,0.05,2.3066666666666666,0.7379833632572244,0.7885714285714286,0.26666666666666666,0.26666666666666666,1,2.118333333333333,4.066666666666666,0.011245,0.9957,8,0.8108231951833579,-0.07492294962328405,0.26666666666666666,3.0
results/headroom/headroom_b30_lrc0.0001_noceskip/lane0/MobileNetV3/octmnist/L30_G30/tralo/seed_3,octmnist,L30_G30,MobileNetV3,3,tralo,1,29,75,2,77,75,0.8021110309994195,,,12.0,12.0,min_excess,2.0,4.0,30,29,0,29,1.0,0,,0.11,0.11,1.3733333333333333,0.4588855671284736,0.5888888888888889,,,0,2.432380952380952,4.28,0.016168,0.9945,7,0.8262172810605988,-0.02410625006117928,-0.02666666666666667,12.0
results/headroom/headroom_b30_lrc0.0001_noceskip/lane0/MobileNetV3/octmnist/L30_G30/tralo/seed_4,octmnist,L30_G30,MobileNetV3,4,tralo,1,29,75,2,77,71,0.7536887594602821,,,10.0,10.0,min_excess,6.0,8.0,30,29,0,29,1.0,0,,0.11,0.11,2.1333333333333333,0.685698412514693,0.8666666666666667,,,0,2.0152380952380953,4.306666666666667,0.022861,0.9928,7,0.72638479977456,0.02730395968572208,-0.02666666666666667,10.0
results/headroom/headroom_b30_lrc0.0001_noceskip/lane0/MobileNetV3/tissuemnist/L30_G30/fioretto_ldf/seed_1,tissuemnist,L30_G30,MobileNetV3,1,fioretto_ldf,1,29,51,4,35,51,0.3954645792438441,1.0,1.0,1.0,1.0,fully_satisfied,16.0,0.0,29,29,1,28,0.9655172413793104,1,0.0,16.668755,16.668755,8.352941176470589,2.1049463832636617,2.1778711484593836,,,1,3.9959432048681545,8.352941176470589,0.025781,,29,0.39853999493550796,-0.003075415691663863,0.3137254901960784,1.0
results/headroom/headroom_b30_lrc0.0001_noceskip/lane0/MobileNetV3/tissuemnist/L30_G30/fioretto_ldf/seed_2,tissuemnist,L30_G30,MobileNetV3,2,fioretto_ldf,1,29,51,4,55,51,0.3406587642309829,,,11.0,11.0,min_excess,10.0,9.0,29,29,0,29,1.0,0,,20.279484,20.279484,14.294117647058824,2.778671710622864,3.3193277310924367,,,0,5.150101419878296,14.470588235294118,0.035172,,29,0.38482688231431644,-0.04416811808333354,-0.0784313725490196,11.0
results/headroom/headroom_b30_lrc0.0001_noceskip/lane0/MobileNetV3/tissuemnist/L30_G30/fioretto_ldf/seed_3,tissuemnist,L30_G30,MobileNetV3,3,fioretto_ldf,1,29,51,4,20,51,0.25884573543613204,24.0,24.0,24.0,24.0,fully_satisfied,31.0,0.0,29,29,1,28,0.9655172413793104,2,23.0,15.221057,15.221057,15.333333333333334,3.17262705876807,3.4691876750700277,,,1,3.710615280594997,15.333333333333334,0.019214,,29,0.411828463207173,-0.15298272777104094,0.6078431372549019,24.0
results/headroom/headroom_b30_lrc0.0001_noceskip/lane0/MobileNetV3/tissuemnist/L30_G30/fioretto_ldf/seed_4,tissuemnist,L30_G30,MobileNetV3,4,fioretto_ldf,1,29,51,4,44,51,0.3860343293557206,1.0,3.0,1.0,3.0,fully_satisfied,7.0,0.0,29,29,3,26,0.896551724137931,1,0.0,15.939243,15.939243,8.588235294117647,2.5949194566360694,1.8935574229691876,,,3,3.6768086544962815,8.588235294117647,0.04709,,29,0.38274006452985887,0.0032942648258617035,0.13725490196078433,3.0
results/headroom/headroom_b30_lrc0.0001_noceskip/lane0/MobileNetV3/tissuemnist/L30_G30/hounie_rcl/seed_1,tissuemnist,L30_G30,MobileNetV3,1,hounie_rcl,1,29,51,4,35,51,0.3954645792438441,1.0,1.0,1.0,1.0,fully_satisfied,16.0,0.0,29,29,1,28,0.9655172413793104,1,0.0,0.018077,0.018077,13.843137254901961,2.8819899510956852,3.2170868347338937,,,1,5.383367139959432,13.843137254901961,0.026836,,29,0.39853999493550796,-0.003075415691663863,0.3137254901960784,1.0
results/headroom/headroom_b30_lrc0.0001_noceskip/lane0/MobileNetV3/tissuemnist/L30_G30/hounie_rcl/seed_2,tissuemnist,L30_G30,MobileNetV3,2,hounie_rcl,1,29,51,4,80,51,0.36162257750423865,,,17.0,17.0,min_excess,29.0,58.0,29,29,0,29,1.0,0,,0.017967,0.017967,11.529411764705882,2.6857815328172983,3.071428571428571,,,0,5.578093306288032,12.666666666666666,0.024844,,29,0.38482688231431644,-0.02320430481007779,-0.5686274509803921,17.0
results/headroom/headroom_b30_lrc0.0001_noceskip/lane0/MobileNetV3/tissuemnist/L30_G30/hounie_rcl/seed_3,tissuemnist,L30_G30,MobileNetV3,3,hounie_rcl,1,29,51,4,53,51,0.37836715294566153,,,3.0,3.0,min_excess,4.0,4.0,29,29,0,29,1.0,0,,0.012733,0.012733,15.294117647058824,2.963360571771511,2.9313725490196076,,,0,3.778228532792427,15.372549019607844,0.026111,,29,0.411828463207173,-0.033461310261511445,-0.0392156862745098,3.0
results/headroom/headroom_b30_lrc0.0001_noceskip/lane0/MobileNetV3/tissuemnist/L30_G30/hounie_rcl/seed_4,tissuemnist,L30_G30,MobileNetV3,4,hounie_rcl,1,29,51,4,47,51,0.3808957268250199,1.0,2.0,1.0,2.0,fully_satisfied,4.0,0.0,29,29,2,27,0.9310344827586207,1,0.0,0.014354,0.014354,8.901960784313726,2.2436265538755835,2.15266106442577,,,2,4.125760649087221,8.901960784313726,0.032616,,29,0.38274006452985887,-0.0018443377048389942,0.0784313725490196,2.0
results/headroom/headroom_b30_lrc0.0001_noceskip/lane0/MobileNetV3/tissuemnist/L30_G30/tralo/seed_1,tissuemnist,L30_G30,MobileNetV3,1,tralo,1,29,51,4,35,51,0.3954645792438441,2.0,2.0,2.0,2.0,fully_satisfied,16.0,0.0,30,29,1,28,0.9655172413793104,1,1.0,0.05,0.05,4.1568627450980395,1.5240103261993647,1.065359477124183,0.3137254901960784,0.3137254901960784,1,4.504201680672269,7.686274509803922,0.027931,0.9905,7,0.39853999493550796,-0.003075415691663863,0.3137254901960784,2.0
results/headroom/headroom_b30_lrc0.0001_noceskip/lane0/MobileNetV3/tissuemnist/L30_G30/tralo/seed_2,tissuemnist,L30_G30,MobileNetV3,2,tralo,1,29,51,4,73,51,0.444779157439954,,,29.0,29.0,min_excess,22.0,44.0,30,29,0,29,1.0,0,,0.11,0.11,3.3333333333333335,0.9922927180663416,0.9967320261437909,,,0,3.5798319327731094,7.96078431372549,0.032971,0.9893,7,0.38482688231431644,0.059952275125637555,-0.43137254901960786,29.0
results/headroom/headroom_b30_lrc0.0001_noceskip/lane0/MobileNetV3/tissuemnist/L30_G30/tralo/seed_3,tissuemnist,L30_G30,MobileNetV3,3,tralo,1,29,51,4,36,51,0.3267056656925248,9.0,17.0,9.0,17.0,fully_satisfied,15.0,0.0,30,29,2,27,0.9310344827586207,4,8.0,0.06,0.06,3.392156862745098,1.1709748178367716,1.5416666666666667,0.3529411764705882,0.4117647058823529,2,2.4705882352941178,5.96078431372549,0.02691,0.9914,9,0.411828463207173,-0.08512279751464819,0.29411764705882354,17.0
results/headroom/headroom_b30_lrc0.0001_noceskip/lane0/MobileNetV3/tissuemnist/L30_G30/tralo/seed_4,tissuemnist,L30_G30,MobileNetV3,4,tralo,1,29,51,4,42,51,0.42230281926866087,2.0,5.0,2.0,5.0,fully_satisfied,9.0,0.0,30,29,3,26,0.896551724137931,3,1.0,0.05,0.05,3.4705882352941178,1.1036680611298018,0.9467787114845938,0.35294117647058826,0.5098039215686274,3,1.6519607843137254,5.921568627450981,0.014856,0.9953,8,0.38274006452985887,0.039562754738802,0.17647058823529413,5.0
results/headroom/headroom_b30_lrc0.0001_noceskip/lane1/MobileNetV3/dermmnist/L50_G50/fioretto_ldf/seed_1,dermmnist,L50_G50,MobileNetV3,1,fioretto_ldf,1,29,112,4,78,111,0.6420835526670444,14.0,24.0,14.0,,nan,33.0,0.0,24,24,6,18,0.75,3,13.0,6.152846,6.152846,3.4732142857142856,0.9062744347319706,0.7038043478260869,,,6,0.8467261904761905,3.4732142857142856,0.01495,,24,0.6994360828307511,-0.05735253016370667,0.30357142857142855,24.0
results/headroom/headroom_b30_lrc0.0001_noceskip/lane1/MobileNetV3/dermmnist/L50_G50/fioretto_ldf/seed_2,dermmnist,L50_G50,MobileNetV3,2,fioretto_ldf,1,29,112,4,110,111,0.6517579261994727,,,16.0,,nan,3.0,1.0,29,29,0,29,1.0,0,,4.535734,4.535734,2.0892857142857144,0.6354752894622991,0.350765306122449,,,0,0.4953817733990148,2.0982142857142856,0.010974,,29,0.6850627078056499,-0.033304781606177225,0.017857142857142856,29.0
results/headroom/headroom_b30_lrc0.0001_noceskip/lane1/MobileNetV3/dermmnist/L50_G50/fioretto_ldf/seed_3,dermmnist,L50_G50,MobileNetV3,3,fioretto_ldf,1,29,112,4,76,111,0.6254235776780518,16.0,20.0,16.0,,nan,35.0,0.0,20,20,5,15,0.75,1,15.0,6.142482,6.142482,3.4910714285714284,1.058965741789206,0.5643796992481203,,,5,1.0316964285714285,3.4910714285714284,0.015782,,20,0.7056520413443165,-0.08022846366626468,0.32142857142857145,20.0
results/headroom/headroom_b30_lrc0.0001_noceskip/lane1/MobileNetV3/dermmnist/L50_G50/fioretto_ldf/seed_4,dermmnist,L50_G50,MobileNetV3,4,fioretto_ldf,1,29,112,4,97,111,0.635610149084322,17.0,21.0,17.0,,nan,14.0,0.0,21,21,5,16,0.7619047619047619,1,16.0,5.856017,5.856017,2.580357142857143,0.824670587385719,0.5834821428571428,,,5,0.8728741496598639,2.580357142857143,0.012626,,21,0.679767880298651,-0.04415773121432898,0.13392857142857142,21.0
results/headroom/headroom_b30_lrc0.0001_noceskip/lane1/MobileNetV3/dermmnist/L50_G50/hounie_rcl/seed_1,dermmnist,L50_G50,MobileNetV3,1,hounie_rcl,1,29,112,4,54,111,0.48416291677517437,27.0,29.0,27.0,,nan,57.0,0.0,29,29,3,26,0.896551724137931,1,26.0,0.007864,0.007864,1.8839285714285714,0.5592592540233076,0.25669642857142855,,,3,0.8987068965517242,1.8839285714285714,0.013184,,29,0.6994360828307511,-0.21527316605557673,0.5178571428571429,29.0
results/headroom/headroom_b30_lrc0.0001_noceskip/lane1/MobileNetV3/dermmnist/L50_G50/hounie_rcl/seed_2,dermmnist,L50_G50,MobileNetV3,2,hounie_rcl,1,29,112,4,71,111,0.6082769508687245,26.0,29.0,26.0,,nan,40.0,0.0,29,29,4,25,0.8620689655172413,1,25.0,0.006559,0.006559,1.9196428571428572,0.5358821788323791,0.4135841836734694,,,4,0.7244458128078818,1.9196428571428572,0.008803,,29,0.6850627078056499,-0.07678575693692546,0.36607142857142855,29.0
results/headroom/headroom_b30_lrc0.0001_noceskip/lane1/MobileNetV3/dermmnist/L50_G50/hounie_rcl/seed_3,dermmnist,L50_G50,MobileNetV3,3,hounie_rcl,1,29,112,4,38,111,0.564949066665863,21.0,25.0,21.0,,nan,73.0,0.0,25,25,5,20,0.8,1,20.0,0.006752,0.006752,3.0089285714285716,0.8978720592010186,0.49739583333333337,,,5,0.9510714285714286,3.0089285714285716,0.01134,,25,0.7056520413443165,-0.1407029746784535,0.6607142857142857,25.0
results/headroom/headroom_b30_lrc0.0001_noceskip/lane1/MobileNetV3/dermmnist/L50_G50/hounie_rcl/seed_4,dermmnist,L50_G50,MobileNetV3,4,hounie_rcl,1,29,112,4,52,111,0.5235007484841816,8.0,28.0,8.0,,nan,59.0,0.0,28,28,6,22,0.7857142857142857,3,7.0,0.005601,0.005601,2.2410714285714284,0.6478922504548486,0.3343253968253968,,,6,0.6463647959183673,2.2410714285714284,0.01615,,28,0.679767880298651,-0.15626713181446938,0.5357142857142857,28.0
results/headroom/headroom_b30_lrc0.0001_noceskip/lane1/MobileNetV3/dermmnist/L50_G50/tralo/seed_1,dermmnist,L50_G50,MobileNetV3,1,tralo,1,29,112,4,80,111,0.6335067813669428,4.0,26.0,4.0,26.0,fully_satisfied,31.0,0.0,30,29,6,23,0.7931034482758621,12,3.0,0.05,0.05,1.0714285714285714,0.3398163977157412,0.5200892857142857,0.1964285714285714,0.29464285714285715,7,0.3598901098901099,1.5625,0.003776,0.9988,13,0.6994360828307511,-0.06592930146380827,0.2857142857142857,26.0
results/headroom/headroom_b30_lrc0.0001_noceskip/lane1/MobileNetV3/dermmnist/L50_G50/tralo/seed_2,dermmnist,L50_G50,MobileNetV3,2,tralo,1,29,112,4,95,111,0.6591550666068976,3.0,30.0,3.0,,nan,16.0,0.0,30,29,10,19,0.6551724137931034,17,2.0,0.05,0.05,1.6785714285714286,0.3965683070971223,0.4761904761904762,0.19107142857142856,0.3392857142857143,10,0.31529017857142855,2.6875,0.003582,0.9989,16,0.6850627078056499,-0.02590764119875233,0.15178571428571427,30.0
results/headroom/headroom_b30_lrc0.0001_noceskip/lane1/MobileNetV3/dermmnist/L50_G50/tralo/seed_3,dermmnist,L50_G50,MobileNetV3,3,tralo,1,29,112,4,99,111,0.6558994453298156,10.0,26.0,10.0,,nan,12.0,0.0,30,29,5,24,0.8275862068965517,10,9.0,0.06,0.06,1.7767857142857142,0.6195761024438518,0.53125,0.18392857142857144,0.26785714285714285,5,0.7191558441558442,3.0267857142857144,0.01279,0.9951,11,0.7056520413443165,-0.04975259601450088,0.11607142857142858,30.0
results/headroom/headroom_b30_lrc0.0001_noceskip/lane1/MobileNetV3/dermmnist/L50_G50/tralo/seed_4,dermmnist,L50_G50,MobileNetV3,4,tralo,1,29,112,4,66,111,0.6431543255398516,4.0,23.0,4.0,23.0,fully_satisfied,45.0,0.0,30,29,7,22,0.7586206896551724,14,3.0,0.05,0.05,1.5535714285714286,0.47162841421986207,0.7005494505494506,0.2028061224489796,0.4107142857142857,7,0.5701530612244897,2.294642857142857,0.00765,0.9979,14,0.679767880298651,-0.03661355475879935,0.4107142857142857,23.0
results/headroom/headroom_b30_lrc0.0001_noceskip/lane1/MobileNetV3/octmnist/L50_G50/fioretto_ldf/seed_1,octmnist,L50_G50,MobileNetV3,1,fioretto_ldf,1,29,125,2,108,125,0.7215008445074367,2.0,28.0,2.0,28.0,fully_satisfied,17.0,0.0,29,29,6,23,0.7931034482758621,8,1.0,5.422317,5.422317,2.128,0.5992013709901145,0.536,,,6,0.5953103448275862,2.128,0.009297,,29,0.7580042313731934,-0.036503386865756715,0.136,28.0
results/headroom/headroom_b30_lrc0.0001_noceskip/lane1/MobileNetV3/octmnist/L50_G50/fioretto_ldf/seed_2,octmnist,L50_G50,MobileNetV3,2,fioretto_ldf,1,29,125,2,111,125,0.8295688576114865,2.0,29.0,2.0,,nan,14.0,0.0,29,29,11,18,0.6206896551724138,11,1.0,4.564279,4.564279,2.096,0.6270310238538033,0.5297142857142857,,,11,0.48551724137931035,2.096,0.013201,,29,0.8108231951833579,0.018745662428128584,0.112,29.0
results/headroom/headroom_b30_lrc0.0001_noceskip/lane1/MobileNetV3/octmnist/L50_G50/fioretto_ldf/seed_3,octmnist,L50_G50,MobileNetV3,3,fioretto_ldf,1,29,125,2,111,125,0.7651043720875812,26.0,26.0,26.0,26.0,fully_satisfied,14.0,0.0,29,29,1,28,0.9655172413793104,2,25.0,5.907403,5.907403,1.776,0.5643900625341283,0.4622857142857143,,,1,0.6888275862068965,1.776,0.015958,,29,0.8262172810605988,-0.06111290897301758,0.112,26.0
results/headroom/headroom_b30_lrc0.0001_noceskip/lane1/MobileNetV3/octmnist/L50_G50/fioretto_ldf/seed_4,octmnist,L50_G50,MobileNetV3,4,fioretto_ldf,1,29,125,2,117,125,0.8121980585359813,5.0,29.0,5.0,,nan,8.0,0.0,29,29,7,22,0.7586206896551724,7,4.0,5.633906,5.633906,2.496,0.6851808513441918,0.5262857142857144,,,7,0.5914482758620689,2.496,0.013022,,29,0.72638479977456,0.08581325876142121,0.064,29.0
