label,class_name,filename,location
2,c2,ISIC_0053549.jpg,anterior torso|80+
2,c2,ISIC_0053550.jpg,upper extremity|60s
0,c0,ISIC_0053551.jpg,anterior torso|30s
3,c3,ISIC_0053552.jpg,head/neck|80+
0,c0,ISIC_0053554.jpg,head/neck|30s
1,c1,ISIC_0053555.jpg,head/neck|80+
2,c2,ISIC_0053558.jpg,head/neck|40s
2,c2,ISIC_0053559.jpg,upper extremity|60s
5,c5,ISIC_0053561.jpg,anterior torso|80+
3,c3,ISIC_0053562.jpg,head/neck|80+
3,c3,ISIC_0053569.jpg,anterior torso|50s
1,c1,ISIC_0053570.jpg,lower extremity|70s
5,c5,ISIC_0053573.jpg,anterior torso|60s
0,c0,ISIC_0053577.jpg,anterior torso|60s
0,c0,ISIC_0053579.jpg,anterior torso|<30
2,c2,ISIC_0053583.jpg,anterior torso|80+
0,c0,ISIC_0053588.jpg,lower extremity|<30
5,c5,ISIC_0053593.jpg,head/neck|60s
1,c1,ISIC_0053594.jpg,oral/genital|70s
4,c4,ISIC_0053597.jpg,head/neck|60s
2,c2,ISIC_0053599.jpg,head/neck|50s
2,c2,ISIC_0053601.jpg,head/neck|80+
1,c1,ISIC_0053603.jpg,lower extremity|60s
0,c0,ISIC_0053609.jpg,lower extremity|60s
1,c1,ISIC_0053611.jpg,upper extremity|40s
1,c1,ISIC_0053615.jpg,palms/soles|80+
1,c1,ISIC_0053617.jpg,lower extremity|70s
0,c0,ISIC_0053618.jpg,lower extremity|40s
1,c1,ISIC_0053620.jpg,lower extremity|70s
2,c2,ISIC_0053621.jpg,anterior torso|60s
0,c0,ISIC_0053623.jpg,anterior torso|50s
2,c2,ISIC_0053626.jpg,head/neck|40s
3,c3,ISIC_0053627.jpg,head/neck|80+
1,c1,ISIC_0053628.jpg,anterior torso|60s
0,c0,ISIC_0053629.jpg,anterior torso|<30
3,c3,ISIC_0053635.jpg,lower extremity|80+
0,c0,ISIC_0053637.jpg,lower extremity|70s
0,c0,ISIC_0053641.jpg,anterior torso|<30
0,c0,ISIC_0053643.jpg,anterior torso|60s
1,c1,ISIC_0053644.jpg,head/neck|80+
0,c0,ISIC_0053645.jpg,lower extremity|70s
0,c0,ISIC_0053647.jpg,anterior torso|50s
2,c2,ISIC_0053648.jpg,head/neck|40s
0,c0,ISIC_0053652.jpg,lower extremity|80+
1,c1,ISIC_0053659.jpg,upper extremity|30s
1,c1,ISIC_0053660.jpg,head/neck|30s
3,c3,ISIC_0053663.jpg,anterior torso|60s
0,c0,ISIC_0053665.jpg,anterior torso|50s
4,c4,ISIC_0053666.jpg,head/neck|60s
0,c0,ISIC_0053668.jpg,anterior torso|50s
1,c1,ISIC_0053671.jpg,head/neck|<30
2,c2,ISIC_0053672.jpg,head/neck|60s
0,c0,ISIC_0053677.jpg,anterior torso|<30
2,c2,ISIC_0053678.jpg,lower extremity|80+
5,c5,ISIC_0053685.jpg,head/neck|80+
1,c1,ISIC_0053686.jpg,head/neck|<30
0,c0,ISIC_0053690.jpg,lower extremity|40s
0,c0,ISIC_0053694.jpg,palms/soles|<30
2,c2,ISIC_0053695.jpg,lower extremity|80+
0,c0,ISIC_0053696.jpg,lower extremity|<30
1,c1,ISIC_0053698.jpg,oral/genital|70s
4,c4,ISIC_0053708.jpg,head/neck|50s
0,c0,ISIC_0053710.jpg,lower extremity|<30
2,c2,ISIC_0053712.jpg,head/neck|80+
2,c2,ISIC_0053714.jpg,head/neck|50s
5,c5,ISIC_0053715.jpg,upper extremity|60s
3,c3,ISIC_0053716.jpg,head/neck|60s
2,c2,ISIC_0053719.jpg,head/neck|80+
0,c0,ISIC_0053724.jpg,upper extremity|40s
1,c1,ISIC_0053725.jpg,head/neck|30s
2,c2,ISIC_0053731.jpg,head/neck|60s
0,c0,ISIC_0053732.jpg,anterior torso|30s
2,c2,ISIC_0053735.jpg,head/neck|50s
4,c4,ISIC_0053736.jpg,head/neck|80+
0,c0,ISIC_0053739.jpg,anterior torso|30s
1,c1,ISIC_0053740.jpg,anterior torso|60s
2,c2,ISIC_0053744.jpg,lower extremity|60s
3,c3,ISIC_0053748.jpg,lower extremity|60s
4,c4,ISIC_0053749.jpg,head/neck|50s
3,c3,ISIC_0053750.jpg,anterior torso|80+
0,c0,ISIC_0053752.jpg,anterior torso|30s
0,c0,ISIC_0053753.jpg,anterior torso|<30
0,c0,ISIC_0053758.jpg,head/neck|50s
0,c0,ISIC_0053759.jpg,head/neck|30s
0,c0,ISIC_0053760.jpg,anterior torso|50s
2,c2,ISIC_0053762.jpg,lower extremity|70s
1,c1,ISIC_0053763.jpg,head/neck|80+
4,c4,ISIC_0053764.jpg,head/neck|60s
2,c2,ISIC_0053769.jpg,head/neck|80+
2,c2,ISIC_0053772.jpg,anterior torso|50s
1,c1,ISIC_0053774.jpg,anterior torso|60s
7,c7,ISIC_0053779.jpg,anterior torso|30s
0,c0,ISIC_0053783.jpg,head/neck|50s
1,c1,ISIC_0053784.jpg,head/neck|60s
0,c0,ISIC_0053786.jpg,lower extremity|40s
0,c0,ISIC_0053788.jpg,anterior torso|60s
1,c1,ISIC_0053791.jpg,head/neck|40s
1,c1,ISIC_0053796.jpg,palms/soles|50s
0,c0,ISIC_0053797.jpg,anterior torso|30s
4,c4,ISIC_0053799.jpg,head/neck|60s
1,c1,ISIC_0053800.jpg,anterior torso|60s
1,c1,ISIC_0053801.jpg,anterior torso|60s
0,c0,ISIC_0053803.jpg,upper extremity|40s
1,c1,ISIC_0053804.jpg,anterior torso|60s
0,c0,ISIC_0053807.jpg,upper extremity|<30
2,c2,ISIC_0053809.jpg,anterior torso|30s
1,c1,ISIC_0053810.jpg,upper extremity|60s
1,c1,ISIC_0053812.jpg,palms/soles|70s
1,c1,ISIC_0053814.jpg,anterior torso|60s
2,c2,ISIC_0053815.jpg,anterior torso|80+
1,c1,ISIC_0053816.jpg,palms/soles|60s
2,c2,ISIC_0053817.jpg,head/neck|30s
0,c0,ISIC_0053821.jpg,anterior torso|30s
1,c1,ISIC_0053824.jpg,anterior torso|50s
4,c4,ISIC_0053826.jpg,head/neck|60s
0,c0,ISIC_0053831.jpg,upper extremity|40s
3,c3,ISIC_0053835.jpg,head/neck|50s
1,c1,ISIC_0053839.jpg,head/neck|80+
1,c1,ISIC_0053841.jpg,upper extremity|40s
0,c0,ISIC_0053842.jpg,upper extremity|60s
0,c0,ISIC_0053845.jpg,anterior torso|50s
1,c1,ISIC_0053846.jpg,upper extremity|<30
2,c2,ISIC_0053858.jpg,head/neck|60s
0,c0,ISIC_0053861.jpg,head/neck|50s
7,c7,ISIC_0053862.jpg,lower extremity|70s
2,c2,ISIC_0053867.jpg,anterior torso|60s
2,c2,ISIC_0053868.jpg,lower extremity|70s
0,c0,ISIC_0053870.jpg,anterior torso|60s
0,c0,ISIC_0053871.jpg,anterior torso|50s
2,c2,ISIC_0053873.jpg,anterior torso|60s
0,c0,ISIC_0053874.jpg,lower extremity|<30
0,c0,ISIC_0053877.jpg,head/neck|40s
4,c4,ISIC_0053879.jpg,head/neck|80+
0,c0,ISIC_0053880.jpg,anterior torso|50s
0,c0,ISIC_0053881.jpg,lower extremity|40s
0,c0,ISIC_0053886.jpg,anterior torso|<30
0,c0,ISIC_0053890.jpg,anterior torso|30s
1,c1,ISIC_0053891.jpg,anterior torso|50s
4,c4,ISIC_0053892.jpg,head/neck|50s
0,c0,ISIC_0053894.jpg,lower extremity|40s
0,c0,ISIC_0053896.jpg,anterior torso|60s
5,c5,ISIC_0053903.jpg,head/neck|80+
2,c2,ISIC_0053913.jpg,anterior torso|80+
5,c5,ISIC_0053914.jpg,lower extremity|40s
0,c0,ISIC_0053918.jpg,head/neck|40s
0,c0,ISIC_0053920.jpg,anterior torso|<30
0,c0,ISIC_0053922.jpg,anterior torso|30s
2,c2,ISIC_0053924.jpg,head/neck|40s
5,c5,ISIC_0053926.jpg,palms/soles|60s
3,c3,ISIC_0053930.jpg,head/neck|50s
0,c0,ISIC_0053931.jpg,anterior torso|30s
3,c3,ISIC_0053932.jpg,head/neck|40s
2,c2,ISIC_0053934.jpg,anterior torso|80+
2,c2,ISIC_0053935.jpg,anterior torso|60s
6,c6,ISIC_0053936.jpg,anterior torso|<30
2,c2,ISIC_0053939.jpg,head/neck|80+
4,c4,ISIC_0053944.jpg,head/neck|50s
1,c1,ISIC_0053945.jpg,anterior torso|80+
1,c1,ISIC_0053947.jpg,anterior torso|60s
2,c2,ISIC_0053951.jpg,head/neck|30s
0,c0,ISIC_0053952.jpg,anterior torso|30s
1,c1,ISIC_0053953.jpg,head/neck|50s
2,c2,ISIC_0053957.jpg,head/neck|40s
0,c0,ISIC_0053959.jpg,lower extremity|40s
3,c3,ISIC_0053968.jpg,head/neck|60s
0,c0,ISIC_0053970.jpg,upper extremity|30s
1,c1,ISIC_0053971.jpg,anterior torso|60s
2,c2,ISIC_0053972.jpg,anterior torso|80+
1,c1,ISIC_0053973.jpg,anterior torso|50s
0,c0,ISIC_0053975.jpg,anterior torso|50s
2,c2,ISIC_0053976.jpg,anterior torso|80+
1,c1,ISIC_0053980.jpg,upper extremity|60s
1,c1,ISIC_0053981.jpg,oral/genital|40s
0,c0,ISIC_0053983.jpg,anterior torso|60s
1,c1,ISIC_0053985.jpg,upper extremity|30s
3,c3,ISIC_0053987.jpg,lower extremity|70s
3,c3,ISIC_0053990.jpg,lower extremity|70s
0,c0,ISIC_0053992.jpg,anterior torso|30s
2,c2,ISIC_0053993.jpg,anterior torso|<30
1,c1,ISIC_0053996.jpg,upper extremity|30s
3,c3,ISIC_0054002.jpg,anterior torso|50s
1,c1,ISIC_0054006.jpg,upper extremity|40s
2,c2,ISIC_0054018.jpg,anterior torso|60s
3,c3,ISIC_0054019.jpg,head/neck|80+
0,c0,ISIC_0054022.jpg,anterior torso|30s
1,c1,ISIC_0054024.jpg,anterior torso|60s
5,c5,ISIC_0054030.jpg,anterior torso|80+
2,c2,ISIC_0054036.jpg,lower extremity|70s
1,c1,ISIC_0054038.jpg,anterior torso|50s
0,c0,ISIC_0054041.jpg,anterior torso|30s
1,c1,ISIC_0054043.jpg,anterior torso|80+
0,c0,ISIC_0054046.jpg,upper extremity|60s
3,c3,ISIC_0054047.jpg,head/neck|80+
1,c1,ISIC_0054048.jpg,lower extremity|80+
1,c1,ISIC_0054053.jpg,anterior torso|80+
0,c0,ISIC_0054054.jpg,palms/soles|30s
5,c5,ISIC_0054057.jpg,lower extremity|70s
1,c1,ISIC_0054061.jpg,palms/soles|80+
2,c2,ISIC_0054063.jpg,anterior torso|50s
0,c0,ISIC_0054066.jpg,upper extremity|30s
0,c0,ISIC_0054069.jpg,anterior torso|30s
1,c1,ISIC_0054070.jpg,lower extremity|70s
2,c2,ISIC_0054074.jpg,anterior torso|60s
0,c0,ISIC_0054077.jpg,palms/soles|30s
1,c1,ISIC_0054080.jpg,palms/soles|70s
4,c4,ISIC_0054081.jpg,head/neck|80+
1,c1,ISIC_0054082.jpg,oral/genital|40s
2,c2,ISIC_0054088.jpg,head/neck|80+
1,c1,ISIC_0054090.jpg,lower extremity|40s
0,c0,ISIC_0054100.jpg,lower extremity|70s
0,c0,ISIC_0054104.jpg,lower extremity|<30
0,c0,ISIC_0054105.jpg,anterior torso|<30
1,c1,ISIC_0054110.jpg,anterior torso|60s
5,c5,ISIC_0054111.jpg,head/neck|80+
2,c2,ISIC_0054113.jpg,upper extremity|60s
0,c0,ISIC_0054115.jpg,lower extremity|40s
2,c2,ISIC_0054116.jpg,upper extremity|60s
0,c0,ISIC_0054119.jpg,head/neck|30s
2,c2,ISIC_0054120.jpg,anterior torso|50s
1,c1,ISIC_0054123.jpg,head/neck|80+
0,c0,ISIC_0054126.jpg,palms/soles|60s
4,c4,ISIC_0054127.jpg,head/neck|80+
7,c7,ISIC_0054131.jpg,lower extremity|80+
2,c2,ISIC_0054133.jpg,head/neck|60s
0,c0,ISIC_0054134.jpg,anterior torso|50s
4,c4,ISIC_0054137.jpg,anterior torso|60s
2,c2,ISIC_0054140.jpg,head/neck|50s
1,c1,ISIC_0054141.jpg,lower extremity|60s
6,c6,ISIC_0054142.jpg,lower extremity|60s
2,c2,ISIC_0054144.jpg,anterior torso|50s
1,c1,ISIC_0054146.jpg,anterior torso|50s
0,c0,ISIC_0054149.jpg,lower extremity|40s
2,c2,ISIC_0054150.jpg,head/neck|30s
1,c1,ISIC_0054151.jpg,palms/soles|60s
2,c2,ISIC_0054156.jpg,head/neck|60s
0,c0,ISIC_0054157.jpg,upper extremity|60s
1,c1,ISIC_0054159.jpg,head/neck|40s
2,c2,ISIC_0054161.jpg,lower extremity|80+
0,c0,ISIC_0054162.jpg,anterior torso|30s
5,c5,ISIC_0054163.jpg,lower extremity|70s
3,c3,ISIC_0054165.jpg,anterior torso|60s
2,c2,ISIC_0054169.jpg,upper extremity|60s
5,c5,ISIC_0054174.jpg,head/neck|80+
4,c4,ISIC_0054178.jpg,head/neck|80+
4,c4,ISIC_0054181.jpg,head/neck|60s
0,c0,ISIC_0054184.jpg,head/neck|50s
1,c1,ISIC_0054185.jpg,anterior torso|50s
2,c2,ISIC_0054190.jpg,anterior torso|80+
0,c0,ISIC_0054192.jpg,anterior torso|<30
1,c1,ISIC_0054193.jpg,palms/soles|60s
1,c1,ISIC_0054198.jpg,upper extremity|40s
2,c2,ISIC_0054204.jpg,anterior torso|80+
1,c1,ISIC_0054205.jpg,lower extremity|80+
1,c1,ISIC_0054206.jpg,lower extremity|40s
3,c3,ISIC_0054207.jpg,upper extremity|60s
4,c4,ISIC_0054209.jpg,anterior torso|50s
0,c0,ISIC_0054211.jpg,anterior torso|60s
2,c2,ISIC_0054215.jpg,anterior torso|50s
3,c3,ISIC_0054219.jpg,upper extremity|60s
1,c1,ISIC_0054220.jpg,lower extremity|70s
1,c1,ISIC_0054226.jpg,head/neck|80+
0,c0,ISIC_0054230.jpg,anterior torso|60s
1,c1,ISIC_0054233.jpg,lower extremity|80+
3,c3,ISIC_0054234.jpg,head/neck|80+
3,c3,ISIC_0054237.jpg,anterior torso|50s
1,c1,ISIC_0054239.jpg,anterior torso|60s
2,c2,ISIC_0054240.jpg,head/neck|50s
2,c2,ISIC_0054241.jpg,head/neck|80+
2,c2,ISIC_0054243.jpg,anterior torso|80+
1,c1,ISIC_0054244.jpg,anterior torso|50s
0,c0,ISIC_0054245.jpg,anterior torso|<30
6,c6,ISIC_0054247.jpg,lower extremity|40s
1,c1,ISIC_0054248.jpg,anterior torso|50s
1,c1,ISIC_0054251.jpg,anterior torso|60s
0,c0,ISIC_0054256.jpg,anterior torso|30s
3,c3,ISIC_0054257.jpg,head/neck|60s
0,c0,ISIC_0054263.jpg,anterior torso|30s
5,c5,ISIC_0054265.jpg,lower extremity|70s
0,c0,ISIC_0054270.jpg,anterior torso|<30
4,c4,ISIC_0054272.jpg,head/neck|50s
0,c0,ISIC_0054273.jpg,head/neck|60s
0,c0,ISIC_0054277.jpg,head/neck|<30
2,c2,ISIC_0054279.jpg,lower extremity|40s
0,c0,ISIC_0054280.jpg,head/neck|<30
0,c0,ISIC_0054281.jpg,anterior torso|30s
1,c1,ISIC_0054284.jpg,upper extremity|40s
0,c0,ISIC_0054286.jpg,lower extremity|<30
1,c1,ISIC_0054287.jpg,palms/soles|80+
1,c1,ISIC_0054288.jpg,head/neck|60s
0,c0,ISIC_0054291.jpg,palms/soles|40s
1,c1,ISIC_0054292.jpg,palms/soles|70s
3,c3,ISIC_0054297.jpg,lower extremity|60s
0,c0,ISIC_0054298.jpg,head/neck|<30
2,c2,ISIC_0054299.jpg,anterior torso|80+
3,c3,ISIC_0054300.jpg,head/neck|<30
1,c1,ISIC_0054302.jpg,head/neck|50s
0,c0,ISIC_0054304.jpg,lower extremity|<30
0,c0,ISIC_0054305.jpg,anterior torso|50s
2,c2,ISIC_0054306.jpg,lower extremity|80+
0,c0,ISIC_0054310.jpg,lower extremity|40s
1,c1,ISIC_0054312.jpg,palms/soles|70s
5,c5,ISIC_0054315.jpg,head/neck|80+
2,c2,ISIC_0054316.jpg,head/neck|50s
1,c1,ISIC_0054317.jpg,palms/soles|70s
0,c0,ISIC_0054318.jpg,head/neck|40s
3,c3,ISIC_0054325.jpg,anterior torso|60s
1,c1,ISIC_0054329.jpg,head/neck|80+
0,c0,ISIC_0054330.jpg,head/neck|<30
1,c1,ISIC_0054332.jpg,head/neck|50s
4,c4,ISIC_0054333.jpg,head/neck|80+
1,c1,ISIC_0054334.jpg,palms/soles|80+
2,c2,ISIC_0054339.jpg,upper extremity|40s
2,c2,ISIC_0054340.jpg,head/neck|40s
5,c5,ISIC_0054342.jpg,head/neck|50s
2,c2,ISIC_0054344.jpg,head/neck|60s
2,c2,ISIC_0054347.jpg,lower extremity|80+
3,c3,ISIC_0054349.jpg,anterior torso|<30
1,c1,ISIC_0054350.jpg,head/neck|80+
1,c1,ISIC_0054351.jpg,head/neck|60s
0,c0,ISIC_0054352.jpg,anterior torso|50s
2,c2,ISIC_0054353.jpg,anterior torso|80+
3,c3,ISIC_0054354.jpg,anterior torso|60s
1,c1,ISIC_0054355.jpg,palms/soles|60s
0,c0,ISIC_0054357.jpg,lower extremity|<30
4,c4,ISIC_0054359.jpg,head/neck|50s
1,c1,ISIC_0054364.jpg,anterior torso|50s
0,c0,ISIC_0054369.jpg,anterior torso|60s
2,c2,ISIC_0054370.jpg,head/neck|60s
1,c1,ISIC_0054377.jpg,head/neck|80+
5,c5,ISIC_0054378.jpg,head/neck|80+
1,c1,ISIC_0054385.jpg,head/neck|80+
1,c1,ISIC_0054391.jpg,upper extremity|40s
5,c5,ISIC_0054394.jpg,head/neck|80+
1,c1,ISIC_0054395.jpg,head/neck|80+
2,c2,ISIC_0054396.jpg,anterior torso|50s
0,c0,ISIC_0054398.jpg,palms/soles|70s
0,c0,ISIC_0054403.jpg,anterior torso|50s
0,c0,ISIC_0054404.jpg,upper extremity|30s
0,c0,ISIC_0054407.jpg,lower extremity|40s
2,c2,ISIC_0054413.jpg,head/neck|50s
0,c0,ISIC_0054414.jpg,oral/genital|50s
0,c0,ISIC_0054418.jpg,anterior torso|30s
3,c3,ISIC_0054419.jpg,head/neck|50s
0,c0,ISIC_0054421.jpg,anterior torso|60s
0,c0,ISIC_0054422.jpg,upper extremity|60s
1,c1,ISIC_0054427.jpg,anterior torso|80+
0,c0,ISIC_0054428.jpg,upper extremity|30s
4,c4,ISIC_0054432.jpg,anterior torso|80+
4,c4,ISIC_0054433.jpg,upper extremity|30s
1,c1,ISIC_0054434.jpg,lower extremity|70s
2,c2,ISIC_0054436.jpg,anterior torso|50s
0,c0,ISIC_0054440.jpg,anterior torso|60s
2,c2,ISIC_0054443.jpg,lower extremity|60s
1,c1,ISIC_0054444.jpg,palms/soles|60s
1,c1,ISIC_0054445.jpg,anterior torso|80+
2,c2,ISIC_0054449.jpg,anterior torso|60s
3,c3,ISIC_0054461.jpg,head/neck|60s
1,c1,ISIC_0054462.jpg,upper extremity|40s
1,c1,ISIC_0054464.jpg,anterior torso|80+
1,c1,ISIC_0054465.jpg,head/neck|50s
2,c2,ISIC_0054467.jpg,head/neck|40s
2,c2,ISIC_0054477.jpg,head/neck|80+
0,c0,ISIC_0054478.jpg,anterior torso|30s
0,c0,ISIC_0054480.jpg,lower extremity|<30
1,c1,ISIC_0054482.jpg,lower extremity|80+
0,c0,ISIC_0054486.jpg,lower extremity|40s
2,c2,ISIC_0054487.jpg,upper extremity|40s
0,c0,ISIC_0054494.jpg,lower extremity|40s
0,c0,ISIC_0054495.jpg,anterior torso|50s
1,c1,ISIC_0054497.jpg,head/neck|80+
0,c0,ISIC_0054499.jpg,anterior torso|50s
1,c1,ISIC_0054500.jpg,lower extremity|40s
0,c0,ISIC_0054502.jpg,head/neck|50s
0,c0,ISIC_0054508.jpg,anterior torso|<30
0,c0,ISIC_0054509.jpg,anterior torso|30s
0,c0,ISIC_0054510.jpg,anterior torso|30s
0,c0,ISIC_0054514.jpg,anterior torso|30s
5,c5,ISIC_0054515.jpg,lower extremity|80+
2,c2,ISIC_0054518.jpg,anterior torso|30s
1,c1,ISIC_0054520.jpg,head/neck|60s
3,c3,ISIC_0054521.jpg,anterior torso|50s
1,c1,ISIC_0054523.jpg,palms/soles|80+
1,c1,ISIC_0054527.jpg,head/neck|80+
1,c1,ISIC_0054528.jpg,upper extremity|60s
2,c2,ISIC_0054530.jpg,anterior torso|80+
4,c4,ISIC_0054531.jpg,anterior torso|60s
7,c7,ISIC_0054532.jpg,lower extremity|70s
1,c1,ISIC_0054536.jpg,palms/soles|70s
0,c0,ISIC_0054537.jpg,anterior torso|60s
0,c0,ISIC_0054538.jpg,palms/soles|30s
2,c2,ISIC_0054539.jpg,anterior torso|80+
0,c0,ISIC_0054541.jpg,upper extremity|60s
2,c2,ISIC_0054542.jpg,lower extremity|70s
3,c3,ISIC_0054543.jpg,lower extremity|70s
1,c1,ISIC_0054544.jpg,lower extremity|40s
2,c2,ISIC_0054552.jpg,anterior torso|60s
0,c0,ISIC_0054554.jpg,upper extremity|30s
6,c6,ISIC_0054555.jpg,lower extremity|80+
4,c4,ISIC_0054556.jpg,head/neck|60s
0,c0,ISIC_0054557.jpg,oral/genital|<30
0,c0,ISIC_0054559.jpg,anterior torso|50s
0,c0,ISIC_0054562.jpg,anterior torso|50s
0,c0,ISIC_0054565.jpg,palms/soles|30s
2,c2,ISIC_0054567.jpg,head/neck|50s
1,c1,ISIC_0054568.jpg,lower extremity|40s
1,c1,ISIC_0054570.jpg,anterior torso|50s
0,c0,ISIC_0054572.jpg,head/neck|<30
1,c1,ISIC_0054573.jpg,head/neck|60s
2,c2,ISIC_0054575.jpg,head/neck|50s
0,c0,ISIC_0054576.jpg,anterior torso|30s
0,c0,ISIC_0054582.jpg,lower extremity|40s
0,c0,ISIC_0054586.jpg,anterior torso|<30
0,c0,ISIC_0054587.jpg,head/neck|50s
0,c0,ISIC_0054588.jpg,lower extremity|40s
2,c2,ISIC_0054589.jpg,head/neck|30s
0,c0,ISIC_0054591.jpg,anterior torso|60s
2,c2,ISIC_0054595.jpg,head/neck|60s
0,c0,ISIC_0054597.jpg,anterior torso|30s
1,c1,ISIC_0054599.jpg,head/neck|40s
0,c0,ISIC_0054600.jpg,anterior torso|50s
2,c2,ISIC_0054602.jpg,head/neck|60s
2,c2,ISIC_0054605.jpg,anterior torso|30s
2,c2,ISIC_0054616.jpg,anterior torso|60s
1,c1,ISIC_0054618.jpg,anterior torso|50s
2,c2,ISIC_0054619.jpg,head/neck|80+
0,c0,ISIC_0054620.jpg,anterior torso|60s
2,c2,ISIC_0054621.jpg,lower extremity|70s
0,c0,ISIC_0054622.jpg,anterior torso|50s
1,c1,ISIC_0054625.jpg,anterior torso|60s
1,c1,ISIC_0054626.jpg,anterior torso|80+
0,c0,ISIC_0054631.jpg,anterior torso|<30
4,c4,ISIC_0054635.jpg,lower extremity|70s
0,c0,ISIC_0054639.jpg,upper extremity|<30
0,c0,ISIC_0054640.jpg,anterior torso|60s
0,c0,ISIC_0054643.jpg,anterior torso|30s
2,c2,ISIC_0054647.jpg,lower extremity|80+
2,c2,ISIC_0054649.jpg,head/neck|40s
0,c0,ISIC_0054650.jpg,anterior torso|<30
0,c0,ISIC_0054652.jpg,anterior torso|60s
2,c2,ISIC_0054653.jpg,head/neck|80+
0,c0,ISIC_0054655.jpg,lower extremity|60s
1,c1,ISIC_0054663.jpg,lower extremity|70s
4,c4,ISIC_0054666.jpg,head/neck|60s
2,c2,ISIC_0054668.jpg,anterior torso|60s
0,c0,ISIC_0054669.jpg,upper extremity|60s
1,c1,ISIC_0054673.jpg,palms/soles|70s
2,c2,ISIC_0054674.jpg,anterior torso|60s
0,c0,ISIC_0054676.jpg,head/neck|<30
0,c0,ISIC_0054683.jpg,palms/soles|<30
2,c2,ISIC_0054684.jpg,head/neck|60s
0,c0,ISIC_0054685.jpg,anterior torso|50s
2,c2,ISIC_0054688.jpg,head/neck|50s
4,c4,ISIC_0054689.jpg,head/neck|60s
0,c0,ISIC_0054692.jpg,anterior torso|60s
2,c2,ISIC_0054697.jpg,anterior torso|80+
0,c0,ISIC_0054704.jpg,upper extremity|30s
1,c1,ISIC_0054705.jpg,upper extremity|40s
0,c0,ISIC_0054706.jpg,lower extremity|40s
0,c0,ISIC_0054707.jpg,anterior torso|60s
3,c3,ISIC_0054708.jpg,anterior torso|60s
0,c0,ISIC_0054711.jpg,lower extremity|<30
0,c0,ISIC_0054716.jpg,anterior torso|60s
2,c2,ISIC_0054717.jpg,head/neck|80+
3,c3,ISIC_0054720.jpg,upper extremity|40s
2,c2,ISIC_0054722.jpg,head/neck|50s
2,c2,ISIC_0054723.jpg,lower extremity|70s
1,c1,ISIC_0054725.jpg,anterior torso|50s
0,c0,ISIC_0054729.jpg,anterior torso|30s
0,c0,ISIC_0054732.jpg,lower extremity|<30
2,c2,ISIC_0054735.jpg,head/neck|30s
0,c0,ISIC_0054738.jpg,head/neck|40s
3,c3,ISIC_0054739.jpg,head/neck|50s
2,c2,ISIC_0054740.jpg,anterior torso|80+
0,c0,ISIC_0054741.jpg,head/neck|<30
2,c2,ISIC_0054745.jpg,head/neck|80+
1,c1,ISIC_0054747.jpg,lower extremity|40s
0,c0,ISIC_0054749.jpg,upper extremity|30s
1,c1,ISIC_0054756.jpg,head/neck|60s
0,c0,ISIC_0054758.jpg,head/neck|40s
0,c0,ISIC_0054759.jpg,palms/soles|60s
1,c1,ISIC_0054763.jpg,palms/soles|80+
